"id";"year";"content";"number";"hassorted"
817;2013;"2013年1月9日,东盟新任秘书长黎良明（LeLuongMinh）在交接仪式上发表的就职演讲中有关南海问题的讲话深刻地反映了东盟的这一心态。";"256";817
818;2013;"2013年1月,菲政府宣布正式向国际海洋法法庭提出诉讼,要求法庭对中国在南海的主张作出仲裁。";"279";818
819;2013;"2013年1月22日,菲律宾依据《联合国海洋法公约》第287条,向中国提交了就南海问题提起国际仲裁的照会及通知。";"291";819
820;2013;"2013年1月22日,菲律宾向中国提交了就南海问题提起国际仲裁的照会及通知。";"292";820
821;2013;"2013年1月22日,菲律宾选择单方把南海问题提交至附件七下的仲裁庭,法律基础是《公约》第287条第3款。";"293";821
822;2013;"2013年1月22日菲律宾单方面提起南海争端强制仲裁程序。";"301";822
823;2013;"①2013年1月22日,菲律宾向我国提交外交照会及《关于西菲律宾海的通知与权利主张说明》(NotificationandStatementofClaimonWestPhilippineSea),依据《公约》第287条和附件七针对中国南海问题提交的国际仲裁(以下简称“中菲南海强制仲裁”),2013年8月27日,仲裁庭通过了程序规则,并选定位于海牙的常设仲裁法院作为秘书处。";"415";823
824;2013;"在2013年4月下旬举行的东盟首脑峰会上,虽然设定的会议主题是地区一体化问题,但实际上南海问题占据了主要位置。";"69";824
825;2013;"2013年4月23日,菲律宾总统阿基诺三世（BenignoAquinoIII）在前往出席东盟第22届峰会前透过其发言人对外宣称,对文莱将南海问题置于优先关注的位置也充满信心。";"253";825
826;2013;"2013年5月29日,在曼谷举行的中国一东盟联合工作组会议上,指的中国和东盟就起草“南海地区行为准则”的程序性问题初步交换了意见；2013年9月,指的中国和东盟正式启动了该准则的磋商进程。";"74";826
827;2013;"2013年5月,美国国务院亚太事务代理助理国务卿约瑟夫?云（JosephYun）在战略与国际研究中心有关南海问题的会议上做主题发言,谈到了美国在这一问题上奉行的五项原则：（1）美国对相互竞争的领土主权要求不持立场。";"410";827
828;2013;"2013年5月,美国国务院亚太事务代理助理国务卿约瑟夫?云（JosephYun）在战略与国际研究中心有关南海问题的会议上做主题发言,谈到了美国在这一问题上奉行的五项原则：（1）美国对相互竞争的领土主权要求不持立场。";"506";828
829;2013;"③2013年6月,美国代理助理国务卿帮办约瑟夫·尹(JosephYun)在华盛顿智库战略与国际问题研究中心(CenterforStrategicandIn-ternationalStudies,CSIS)发表演讲,声称美国对南海争端的一个主要立场就是不承认历史依据对领土主张的效力。";"28";829
830;2013;"2013年6月5日,美国代理助理国务卿帮办约瑟夫·尹在华盛顿指出,美国对南海争议的主要立场之一就是支持东盟团结为一方,防止单独面对中国,抵制中国单方面改变现状。";"31";830
831;2013;"【摘要】本文基于框架分析和质化的内容分析法,以《海峡时报》和《雅加达邮报》2010年7月至2013年6月间关于南海争端的报道为研究对象,考查两份东盟英文报纸报道南海争端过程中的主导性框架、意见话语和对华态度,旨在探究东盟媒体建构中国国家形象的深层逻辑,并进一步提出中国的区域形象建构战略。";"78";831
832;2013;"本文以《海峡时报》和《雅加达邮报》2010年7月至2013年6月关于南海争端的报道为研究对象,通过框架分析质化的内容分析法,考查作为非南海主权申索国的新加坡和印尼,在中国崛起、美国“回归亚太”战略调整,以及中国—东盟“10+1”关系的宏观背景下,报道南海争端的主导性框架、话语和对华态度；深入考查这些框架和话语背后建构了何种意义的中国形象。";"80";832
833;2013;"2010年7月,平息了近十年之久的南海问题,因美国的介入上升成为地区安全的重要议程；2012年4月10日,菲律宾海军欲抓扣黄岩岛附近的中国渔民,与中国海监船制发生对峙,引发南海争端的再次升级——本研究选取2010年7月至2013年6月这个时间段,正是因为期间出现了上述两次导致南海问题升级的风险事件。";"81";833
834;2013;"2013年9月18日,美菲两国又在南海展开代号为“费比莱克斯14”(Phiblex14)的两栖登陆演习,此次演习地点距离黄岩岛只有135海里,双方共有2300名海军陆战队队员参加,旨在提升两军协同作战能力和战备,以应对所谓的“地区紧急状况”。";"35";834
835;2013;"尤其是在2013年9月,中国与东盟启动了关于《南海各方行为准则》的磋商进程,以及同年10月举行的东亚领导人系列峰会上,中国倡议与东盟签署睦邻友好合作条约,这些都充分体现了中国愿意通过法制化确保地区和平与稳定的良好意愿。";"122";835
836;2014;"2014年东盟在美国推动下发表外长声明,对南海紧张局势的加剧表示“严重关切”。";"715";836
837;2014;"在这方面,中华人民共和国政府在2014年12月7日发布《关于菲律宾共和国所提南海仲裁案管辖权问题的立场文件》,已经详细阐明了有关主张,说明菲律宾单方面提起南海仲裁案,是非法的。";"298";837
838;2014;"2014年12月7日,中国发布《中华人民共和国政府关于菲律宾共和国所提南海仲裁案管辖权问题的立场文件》(以下简称《立场文件》),重申不接受、不参与该仲裁的严正立场,并从法律角度全面阐述了仲裁庭没有管辖权的立场和理据,③但这并不足以阻止强制仲裁程序的进一步发展。";"416";838
839;2014;"2014年12月7日的《立场文件》系统表达了仲裁庭对菲律宾所提南海仲裁案明显没有管辖权,中国不接受、不参与该仲裁的立场和国际法依据。";"421";839
840;2014;"⑤2014年2月,负责亚太事务的助理国务卿丹尼尔·拉塞尔(DanielＲussel)在众议院外交委员会作证时也再次表示,对于各方针对南海岛礁的主权要求“美国不持立场”。";"9";840
841;2014;"2014年2月5日,助理国务卿拉塞尔在国会作证时对“九段线”公开发难,指责中国“不顾来自邻国的反对,既未对‘九段线’做出解释,其主权声索本身也缺乏明显的国际法基础,但却不断试图对‘九段线’内所涵盖的水域施加控制”,从而使得南海地区变得“不确定、不安全和不稳定”。";"29";841
842;2014;"2014年2月17日,国务卿克里访问印尼时再次非难中国对南海的“九段线”声索,并呼吁“以国际法为基础”解决领土主权争端。";"30";842
843;2014;"②2014年2月17日,国防部长哈格尔与商务部长彭妮·普利茨克(Pen-nyPritzker)联袂撰文,声称亚太地区由于历史仇恨和领土争端而引发局势紧张,增加不确定性,为此要求中国与地区内其他国家协同努力,在诸如海上和空中交通、太空、网络安全和南海行为准则等重要方面制定明确的“游戏规则”。";"49";843
844;2014;"2014年2月,菲律宾军方发言人突然宣布,菲军已把斯卡伯勒浅滩(即中国黄岩岛)置于西部军区管辖下,同时声称“当时机到来时”,菲军将对中国进行军事回应。";"276";844
845;2014;"最近的一次美国政府对美国在南海问题上的官方立场的重要表态是2014年2月5日美国亚太事务助理国务卿丹尼尔?拉塞尔（DanielRussell）在众议院有关东亚海洋争端的听证会上的证词。";"507";845
846;2014;"⑥2014年2月5日,美国助理国务卿丹尼尔·拉塞尔（DanielR.Russel）在国会众议院作证时再次强调:“美国在东亚和南海的航行和飞越自由,事关美国的国家利益”。";"714";846
847;2014;"例如2014年3月,菲律宾试图向其非法盘踞的仁爱礁运送建筑材料,因而遭到中国海警船只的驱离。";"20";847
848;2014;"例如2014年3月12日,印尼军方将领首次对南海紧张局势表达强硬立场,认为中国把隶属于印尼的纳土纳群岛(NatunaIslands)的一部分划入南海“九段线”范围内的做法影响到了“印尼的国家完整”。";"45";848
849;2014;"③2014年3月6日,美国太平洋司令部司令塞缪尔·洛克利尔(SamuelLocklear)在大西洋理事会(AtlanticCouncil)发表演说表示,如果中国认为南海“九段线”的宣示是正确的,就应将全案送交国际法庭,并提出有力的证据来加以证明。";"52";849
850;2014;"针对中菲在仁爱礁的对峙,2014年4月3日,助理国务卿拉塞尔却批评中国采取“单方面的恐吓措施”,并要求“提出领土要求的各方有义务断然停止恐吓、强制和其他非外交或超越法律的手段”。";"21";850
851;2014;"①2014年4月7日,印尼外长纳塔莱加瓦首次要求中国对新版护照中纳入南海“九段线”地图一事做出解释和澄清。";"46";851
852;2014;"⑥2014年5月13日,国务卿约翰·克里在与王毅外长通话时表示,在南海领土主权归属问题上,美国不持立场,不选边站,也无意进行评判。";"10";852
853;2014;"2014年5月2日,中国在西沙群岛附近海域部署981深海钻井平台,招致越南方面的恶意骚扰和无礼阻挠。";"22";853
854;2014;"2014年5月6日,美国国务院发言人珍·普萨基(JenPsaki)公开声称:“根据南中国海紧张局势的历史,中国方面将石油钻井平台搬到南海是挑衅性行为,不利于本地区的和平与稳定。";"23";854
855;2014;"⑥2014年5月16日,白宫发言人杰伊·卡尼(JayCarney)再次毫不隐讳地指责中国以“非和平方式”损及地区和平稳定:“我们认为此举(中国在西沙设立钻井平台)具有挑衅性,它破坏了我们共同的目标,即以和平方式解决这些争端和保持该地区的整体稳定。";"24";855
856;2014;"③2014年5月28日,奥巴马在西点军校对美国外交政策发表演说,重申“在亚太,我们支持东南亚国家就南海海上纠纷与中国通过谈判确立行为准则”。";"50";856
857;2014;"而在2014年5月10日举行的东盟首脑峰会上,与会各国外长更是前所未有地在共同声明中表达了对南海局势的关切,呼吁各方保持克制,和平解决争议,尽早完成《准则》的制定。";"178";857
858;2014;"2014年6月26日,美菲两国在距离黄岩岛只有137海里的苏比克湾附近海域启动为期一周的“战备与训练合作”海上联合军事演习,两国共有1500名军人、五艘军舰参加演习,演习科目包括海上联合作战、两栖登陆、海上巡逻和侦察飞行、战斗救援等,训练菲军能够“发现、拦截和消灭”敌方舰船,加强双方在“面对中国威胁时”的两栖作战、特种作战和信息共享的协作能力。";"36";858
859;2014;"③2014年6月26日,美国副总统约瑟夫·拜登在白宫与李显龙会面,会后双方发表的声明指出:“两位领导人讨论了对南海存在的一种破坏性行为模式的共同关切,并重申他们在国际法、自由航行,以及和平解决海洋和领土争端等议题上的共同利益。";"47";859
